179	Olá! Sou o Felipe, em que posso ajudar?	2025-11-08 19:08:05.348689+00	t	11
180	Olá! Sou o Felipe, em que posso ajudar?	2025-11-08 19:08:05.353053+00	t	6
181	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 18:46:53.164881+00	t	13
182	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 18:46:53.264553+00	t	11
183	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 18:46:53.376164+00	t	6
184	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 18:47:01.225292+00	t	13
185	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 18:47:01.229012+00	t	11
186	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 18:47:01.232297+00	t	6
187	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 18:47:12.978886+00	t	13
188	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 18:47:12.991216+00	t	11
189	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 18:47:13.000952+00	t	6
190	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 18:51:56.9957+00	t	13
191	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 18:51:57.000124+00	t	11
192	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 18:51:57.004042+00	t	6
193	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 19:46:41.04059+00	t	13
194	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 19:46:41.045456+00	t	11
195	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 19:46:41.048693+00	t	6
196	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:24:10.382764+00	t	13
197	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:24:10.388032+00	t	11
198	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:24:10.392787+00	t	6
199	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:24:24.39987+00	t	13
200	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:24:24.404249+00	t	11
201	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:24:24.408603+00	t	6
202	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:25:11.102799+00	t	13
203	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:25:11.105986+00	t	11
204	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:25:11.108679+00	t	6
205	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:25:50.747047+00	t	13
206	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:25:50.750483+00	t	11
207	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:25:50.753906+00	t	6
208	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:27:35.761732+00	t	13
209	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:27:35.76507+00	t	11
210	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:27:35.76796+00	t	6
211	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:27:39.411362+00	t	13
212	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:27:39.416262+00	t	11
213	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:27:39.421256+00	t	6
214	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:27:46.472934+00	t	13
215	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:27:46.480443+00	t	11
216	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:27:46.484083+00	t	6
217	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:27:53.379537+00	t	13
218	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:27:53.382443+00	t	11
219	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:27:53.385211+00	t	6
220	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:28:00.510367+00	t	13
221	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:28:00.514727+00	t	11
222	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:28:00.518847+00	t	6
223	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:28:17.616216+00	t	13
224	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:28:17.619394+00	t	11
225	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:28:17.622048+00	t	6
226	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:28:24.219659+00	t	13
227	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:28:24.222652+00	t	11
228	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:28:24.225095+00	t	6
229	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:31:43.659918+00	t	13
230	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:31:43.663152+00	t	11
231	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:31:43.665718+00	t	6
232	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:31:52.558343+00	t	13
233	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:31:52.562177+00	t	11
234	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 21:31:52.566704+00	t	6
235	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 22:02:49.734379+00	t	13
236	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 22:02:49.738144+00	t	11
237	Olá! Sou o Greg, em que posso ajudar?	2025-11-11 22:02:49.741101+00	t	6
238	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 03:09:56.469002+00	t	13
239	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 03:09:56.472723+00	t	11
240	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 03:09:56.475396+00	t	6
241	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 03:10:01.909534+00	t	13
242	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 03:10:01.912754+00	t	11
243	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 03:10:01.915517+00	t	6
244	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 03:10:07.536542+00	t	13
245	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 03:10:07.541003+00	t	11
246	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 03:10:07.546537+00	t	6
247	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 03:10:33.950239+00	t	13
248	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 03:10:33.953217+00	t	11
249	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 03:10:33.955875+00	t	6
250	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 03:10:41.312384+00	t	13
251	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 03:10:41.315518+00	t	11
252	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 03:10:41.321029+00	t	6
253	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 11:08:14.438363+00	t	13
254	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 11:08:14.441973+00	t	11
255	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 11:08:14.44452+00	t	6
256	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 11:11:57.642629+00	t	13
257	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 11:11:57.645768+00	t	11
258	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 11:11:57.648363+00	t	6
259	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 11:12:02.224578+00	t	13
260	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 11:12:02.227673+00	t	11
261	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 11:12:02.230258+00	t	6
262	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 11:12:09.524719+00	t	13
263	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 11:12:09.52852+00	t	11
264	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 11:12:09.532613+00	t	6
265	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 13:07:20.750996+00	t	13
266	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 13:07:20.755321+00	t	11
267	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 13:07:20.758461+00	t	6
268	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 13:07:51.004345+00	t	13
269	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 13:07:51.007667+00	t	11
270	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 13:07:51.010846+00	t	6
271	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 13:08:17.047819+00	t	13
272	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 13:08:17.055195+00	t	11
273	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 13:08:17.063505+00	t	6
274	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 13:08:35.056595+00	t	13
275	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 13:08:35.059584+00	t	11
276	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 13:08:35.062654+00	t	6
277	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 13:11:56.204754+00	t	13
278	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 13:11:56.209898+00	t	11
279	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 13:11:56.214554+00	t	6
280	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 14:11:35.744965+00	t	13
281	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 14:11:35.750337+00	t	11
282	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 14:11:35.75298+00	t	6
283	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 14:29:37.71498+00	t	13
284	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 14:29:37.720333+00	t	11
285	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 14:29:37.726356+00	t	6
286	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 16:53:35.228723+00	t	13
287	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 16:53:35.235475+00	t	11
288	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 16:53:35.238178+00	t	6
289	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 17:11:45.144174+00	t	13
290	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 17:11:45.149189+00	t	11
291	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 17:11:45.154571+00	t	6
292	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 17:12:57.135814+00	t	13
293	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 17:12:57.138895+00	t	11
294	Olá! Sou o Greg, em que posso ajudar?	2025-11-12 17:12:57.141641+00	t	6
295	1	2025-11-12 20:22:19.902882+00	f	11
296	2	2025-11-12 20:22:25.07787+00	t	11
297	m	2025-11-12 20:22:30.618403+00	f	11
298	4	2025-11-12 20:22:33.698068+00	t	11
\.


